STATIONSKENNUNG,STATIONSNAME,STATIONS_ID,MaxvonGERAETETYP_NAME,MinvonVON_DATUM,GEOGR_BREITE,GEOGR_LAENGE,STATIONSHOEHE,Niederschlag 1 Min,Schnee manuell,Wind 10 Min,Temperatur und Feuchte 2 m 10 Min,Sonne 10 Min,Erdbodentemperaturen Standard 10 Min,HEADING_BUFR1,HEADING_BUFR2,HEADING_BUFR3,HEADING_BUFR4,HEADING_BUFR5,HEADING_BUFR6,HEADING_BUFR7
Q104,Waghäusel-Kirrlach,5275,MODES III S,01-Jun-04,49.244489,8.537446,105.0,2,2,,2,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q165,Ingelfingen-Stachenhausen,6260,MODES III S,01-Dec-02,49.332750,9.704008,385.0,2,2,,2,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q171,Kupferzell-Rechbach,2787,AMDA III / N,01-Jan-05,49.242846,9.678596,354.0,1,,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q242,Obersulm-Willsbach,3734,MODES III S,01-Jul-04,49.128011,9.352501,230.0,3,3,,3,,3,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q243,Heilbronn/Neckar,15547,MODES III W,01-Oct-16,49.125897,9.142835,215.0,,,1,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q261,Wüstenrot-Oberheimbach,5711,MODES III N,01-Jul-07,49.129554,9.494496,392.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q292,Kirchberg/Jagst-Herboldshausen,2575,MODES III S,01-Sep-06,49.180400,9.979964,426.0,4,4,,4,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q295,Stimpfach-Weipertshofen,4880,MODES III W,30-Sep-08,49.087808,10.124051,453.0,,,2,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q318,"Wildbad, Bad-Calmbach",5559,MODES III N,01-Dec-07,48.784817,8.576430,385.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q332,Pforzheim-Ispringen,3925,MODES III S,01-Sep-05,48.932870,8.697280,333.0,2,2,2,2,,,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
Q333,Bruchsal-Heidelsheim,731,MODES III N,01-Dec-07,49.112710,8.637230,130.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q334,Abtsgmünd-Untergröningen,20,MODES III N,13-Aug-04,48.921959,9.912869,432.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q341,Sachsenheim,4349,MODES III S,01-Jun-04,48.956890,9.071028,248.0,2,2,,2,,2,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q351,Großerlach-Mannenweiler,6259,MODES III S,01-Jun-04,49.021043,9.603210,523.0,2,2,,2,2,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q375,Winterbach/Remstal,10510,MODES III W,19-Dec-08,48.805935,9.504581,241.0,,,3,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q378,Schwäbisch Gmünd-Weiler,6262,MODES III S,01-Nov-02,48.769459,9.873721,413.0,2,2,,2,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q382,Ellwangen-Rindelbach,1197,MODES III S,01-Nov-02,48.989498,10.131234,460.0,2,2,,2,2,2,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q395,Lauchheim (Berghof),13698,MODES III N,01-Jan-08,48.876685,10.241373,503.0,3,3,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q404,Rheinau-Memprechtshofen,4169,MODES III S,01-Nov-02,48.670250,7.993875,131.0,3,3,,3,3,3,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q408,Kehl-Odelshofen,2546,MODES III N,20-Mar-07,48.557558,7.880041,141.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q409,Baiersbronn-Ruhestein,4315,AMDA III / N,01-Sep-05,48.561480,8.222890,916.0,1,1,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q410,Hornisgrinde,2349,AMDA III / W,01-Dec-09,48.613634,8.203376,1119.0,,,2,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q411,Baden-Baden-Geroldsau,257,MODES III S,01-Nov-02,48.726960,8.245757,240.0,2,2,,2,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q412,Ihringen,2388,MODES III N,01-Mar-05,48.041893,7.632223,193.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q437,Neubulach-Oberhaugstett,5562,MODES III S,01-Jun-04,48.651551,8.680095,570.0,4,4,,4,4,4,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q440,Renningen-Ihinger Hof,4160,MODES III S,01-Jul-04,48.742506,8.923990,478.0,2,2,,2,2,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q461,Baltmannsweiler-Hohengehren,279,MODES III N,01-Nov-06,48.757344,9.451363,457.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q481,Blumberg-Randen,13716,MODES III N,01-Sep-08,47.818961,8.577356,818.0,2,,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q482,Bartholomä,301,MODES III N,01-Sep-15,48.758436,9.985527,659.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q485,Hermaringen-Allewind,7331,MODES III S,01-Sep-05,48.609881,10.267370,468.0,2,2,,2,2,2,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q491,Nattheim-Fleinheim,3440,MODES III N,01-Sep-05,48.707094,10.299708,530.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q511,Durbach-Ebersweier,1089,AMDA III / N,08-Jun-06,48.501685,7.994342,196.0,3,3,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q518,Ohlsbach,1602,AMDA III / S,01-Jul-04,48.432935,7.993080,176.0,1,,,1,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q522,Baiersbronn-Mitteltal,269,MODES III N,24-May-06,48.511605,8.317622,596.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q554,Rottenburg-Kiebingen,4294,MODES III N,26-Oct-04,48.470428,8.968677,360.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q561,Metzingen,3278,AMDA III / S,01-Jan-03,48.537621,9.273333,355.0,2,2,,2,2,2,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q574,Westerheim,5511,MODES III N,01-Oct-05,48.520573,9.618714,823.0,4,4,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q579,Merklingen,2814,MODES III S,01-Nov-02,48.512126,9.764464,685.0,3,3,,3,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q622,Wolfach,5664,MODES III S,01-Jul-04,48.295289,8.239094,291.0,3,3,,3,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q642,Haigerloch-Weildorf,1937,MODES III N,01-Feb-05,48.370496,8.766619,524.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q651,Hechingen,2074,MODES III S,01-Jun-04,48.375139,8.980076,522.0,2,2,,2,2,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q655,Burladingen-Hausen,7138,MODES III N,01-Jan-05,48.296219,9.070071,682.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q663,Hohenstein-Bernloch,2292,AMDA III / N,26-Oct-04,48.355142,9.335626,740.0,1,1,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q671,Münsingen-Apfelstetten,3402,MODES III S,01-Nov-02,48.385066,9.483693,750.0,2,2,2,2,2,2,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
Q679,Ehingen-Kirchen,3418,MODES III N,01-Jan-07,48.275405,9.635495,594.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q702,Emmendingen-Mundingen,1224,AMDA III / S,01-Dec-02,48.137756,7.835089,201.0,2,2,,2,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q703,Weisweil-Waldeckhof,5453,AMDA III / N,01-Apr-05,48.187988,7.697659,173.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q712,Elzach-Fisnacht,1214,AMDA III / S,01-Aug-04,48.201171,8.108865,440.0,1,1,,1,1,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q713,Herrenberg,2159,MODES III N,01-Jul-05,48.591545,8.854115,430.0,3,3,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q715,Haslach im Kinzigtal,2050,MODES III N,01-Oct-06,48.276605,8.084160,220.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q716,Simonswald-Obersimonswald,4712,MODES III N,19-Jun-06,48.082093,8.091895,419.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q731,Eschbronn-Mariazell,1290,AMDA III / N,01-Nov-05,48.186785,8.467217,714.0,1,1,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q733,Rottweil,4300,AMDA III / S,01-Jul-04,48.181445,8.635558,588.0,1,1,,1,1,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q738,Villingen-Schwenningen,5229,MODES III S,01-Aug-04,48.045281,8.460835,720.0,2,2,,2,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q739,Neuhausen ob Eck-Unterschwandorf,3519,MODES III N,01-Mar-05,47.951918,8.993185,663.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q740,Balingen-Bronnhaupten,13965,AMDA III / S,01-Dec-08,48.263864,8.813418,619.0,2,,2,2,2,,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q751,Albstadt-Badkap,71,MODES III S,22-Oct-04,48.215550,8.978387,759.0,3,3,,3,3,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q755,"Schwenningen, Kreis Sigmaringen",4623,AMDA III / N,14-Jun-05,48.104276,8.995801,835.0,1,1,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q762,Langenenslingen-Ittenhausen,2850,MODES III N,01-Nov-06,48.199418,9.332702,777.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q763,Mengen-Ennetach,3247,MODES III N,01-May-07,48.055699,9.318532,567.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q771,"Altheim, Kreis Biberach",4189,AMDA III / S,01-Aug-04,48.147883,9.459634,533.0,1,1,,1,1,1,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q786,Biberach an der Riß-Bergerhausen,13715,MODES III N,01-Mar-08,48.100329,9.805753,604.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q788,Sigmaringen-Laiz,4703,AMDA III / S,01-Nov-02,48.071874,9.194248,580.0,1,1,,1,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q790,Deggenhausertal-Azenweiler,931,AMDA III / N,19-Oct-04,47.800669,9.410777,708.0,1,1,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q794,Dietenheim,15478,MODES III N,19-Jan-15,48.209438,10.065486,514.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q811,Buchenbach,757,MODES III S,01-Jun-04,47.962480,7.998337,445.0,2,2,,2,2,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q813,Breitnau,684,MODES III N,21-Jun-05,47.938472,8.076095,1001.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q822,Eisenbach,1176,MODES III N,02-Nov-04,47.963362,8.269278,976.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q823,Lenzkirch-Ruhbühl,2953,MODES III S,01-Apr-07,47.859695,8.230786,852.0,2,2,,2,2,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q824,Dachsberg-Wolpadingen,5688,MODES III S,01-Nov-18,47.700343,8.105709,880.0,1,1,,1,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q824,Dachsberg-Wolpadingen,5688,MODES III S,01-Nov-18,47.700343,8.105709,880.0,1,1,,1,,,ISRD44 EDZW,ISOD44 EDZW,,,,,
Q848,Geisingen,1584,AMDA III / S,01-Jun-09,47.924175,8.647346,672.0,2,,,2,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q864,Pfullendorf,3927,AMDA III / S,01-Jul-04,47.934445,9.286940,630.0,1,1,,1,,1,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q870,Donaueschingen (Landeplatz),11,AMDA III / W,03-Dec-08,47.973650,8.520500,680.0,,,2,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q879,"Weingarten, Kr. Ravensburg",4094,MODES III S,01-Jun-04,47.806215,9.620574,440.0,3,,3,3,3,3,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
Q880,Aulendorf-Blönried,15810,MODES III N,01-Jun-18,47.926106,9.592647,566.0,1,1,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q885,"Waldsee, Bad-Reute",5319,AMDA III / W,17-Sep-09,47.916658,9.707645,576.0,,,3,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q887,Müllheim,259,AMDA III / S,01-Jul-04,47.806372,7.638655,273.0,1,1,,1,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q891,Rot an der Rot-Buch,5724,MODES III N,01-Jan-07,47.958867,10.013852,690.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q902,Malsburg-Marzell,7322,AMDA III / N,01-Sep-05,47.766025,7.721453,700.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q903,Kandern-Gupf,2377,AMDA III / W,01-Dec-10,47.700073,7.589466,362.2,,,1,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q909,Rheinfelden,4175,MODES III S,01-Jun-04,47.558997,7.772105,282.0,2,2,,2,2,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q911,Todtmoos,5059,MODES III N,28-Oct-04,47.727951,7.998811,781.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q913,Dogern,1013,MODES III W,24-Jun-08,47.602602,8.169661,309.4,,,4,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q922,Ühlingen-Birkendorf,498,AMDA III / N,20-Jul-06,47.745253,8.311091,760.0,1,1,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q925,Weilheim-Bierbronnen,5412,AMDA III / W,05-Apr-07,47.680213,8.196437,771.0,,,5,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q926,Wutöschingen-Ofteringen,5731,AMDA III / S,01-Aug-04,47.678257,8.380129,398.0,2,2,,2,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q942,Singen,6263,MODES III S,01-Jul-04,47.773774,8.821937,445.0,2,2,,2,,2,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q945,Gailingen,6099,MODES III W,21-Sep-06,47.702009,8.731762,450.0,,,4,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q946,Gottmadingen,1711,MODES III N,01-May-07,47.734411,8.793207,438.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q951,Sipplingen (SWN),6107,AMDA III / W,18-Jun-08,47.807600,9.103500,705.0,,,1,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q976,Friedrichshafen,1490,AMDA III / W,26-Sep-07,47.645363,9.479522,394.0,,,1,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q978,Friedrichshafen-Unterraderach,6258,AMDA III / S,01-Jan-03,47.684489,9.440886,459.0,1,1,,1,1,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q999,Wangen/Allgäu-Schwaderberg,7382,MODES III N,01-Dec-06,47.709538,9.865926,666.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
